startup_id,market_id,market_name
196627,1161,travel
196627,1075,vacation rentals
198768,2009,cloud data services
198768,1132,developer tools
198768,302,developer apis
198768,10,SaaS
198837,1103,health and wellness
198837,1056,technology
198837,418,personal health
198837,107,fitness
198969,418,personal health
198969,175,health care information technology
198969,23,pharmaceuticals
198969,13,health care
198978,9708,commercial real estate
198978,16,real estate
198978,10,SaaS
199193,798,identity
199193,561,biometrics
199193,473,mobile payments
199193,71,payments
200284,93,fashion
200284,29,e-commerce
200444,81663,handmade
200444,3065,toys
200444,2735,licensing
200444,671,mass customization
200720,1492,coffee
200720,286,consumer electronics
200720,72,food and beverages
201133,9708,commercial real estate
201133,1470,predictive analytics
201133,198,big data
201133,33,video
203104,205,mobile advertising
203104,94,mobile commerce
203104,57,location based services
203104,3,mobile
204827,1606,unifed communications
204827,370,mobile enterprise
204827,49,telecommunications
204827,10,SaaS
204855,102551,drones
204855,11940,paas
204855,162,marketplaces
204855,10,SaaS
207748,894,video chat
207748,157,messaging
207971,9912,educational games
207971,3065,toys
207971,481,kids
207971,31,consumer goods
207988,34,advertising
207988,4,digital media
209376,1056,technology
209376,418,personal health
209376,107,fitness
209376,73,sports
210519,29,e-commerce
211872,339,advertising platforms
211872,229,facebook applications
211872,34,advertising
211872,6,social media
212713,198,big data
212713,52,analytics
212713,47,music
212713,6,social media
213107,2540,quantified self
213107,1103,health and wellness
219524,9912,educational games
219524,1469,k 12 education
219524,942,embedded hardware and software
219524,286,consumer electronics
221975,1470,predictive analytics
221975,956,content
221975,450,social media marketing
221975,34,advertising
223875,473,mobile payments
223875,379,retail technology
223875,29,e-commerce
223912,1103,health and wellness
223912,675,pets
223912,31,consumer goods
223912,29,e-commerce
224452,515,college recruiting
224452,51,sales and marketing
224452,43,education
224452,34,advertising
225535,1893,distribution
225535,1122,wholesale
225535,48,manufacturing
225535,3,mobile
230842,2462,internet of things
230842,473,mobile payments
230842,205,mobile advertising
230842,3,mobile
232108,11940,paas
232108,11939,iaas
232108,302,developer apis
232108,10,SaaS
236486,2947,finance technology
236486,473,mobile payments
236486,71,payments
236486,17,financial services
241523,2909,elder care
241523,570,fraud detection
241523,17,financial services
242543,10783,health and insurance
242543,9116,brokers
242543,383,insurance
242543,340,small and medium businesses
244099,1492,coffee
244099,263,restaurants
244099,132,wine and spirits
245489,2800,business analytics
245489,489,rfid
245489,379,retail technology
245814,2776,mobile analytics
245814,198,big data
245814,52,analytics
245814,3,mobile
248798,1145,legal
248798,383,insurance
248798,42,B2B
248798,10,SaaS
249500,2776,mobile analytics
249500,1132,developer tools
249500,408,ios
249500,358,user testing
250086,1067,online dating
250677,468,recruiting
252764,2722,banking tech
252764,302,developer apis
252764,17,financial services
253962,1056,technology
253962,43,education
254795,680,construction
254795,556,events
254795,12,enterprise software
254795,3,mobile
257250,97,business intelligence
257250,52,analytics
257250,51,sales and marketing
257250,10,SaaS
257975,721,edutainment
257975,481,kids
257975,91,robotics
257975,43,education
258348,1145,legal
258348,246,crowdsourcing
258816,91,robotics
258816,30,medical devices
261880,57277,cad
261880,2389,3d printing
261880,1129,3d
261880,14,games
262984,43,education
267654,11317,document management
267654,1469,k 12 education
267654,43,education
